Change ID,Target Table Type,Target Schema,Target Table,Target Column,Target Column Data Type,Stage DB Schema,Stage Table,Stage Column,Landing DB Schema,Landing Source Table,Landing Source Column,Source DB Schema,Source Table,Source Column,Source Data Type,Transformation,Comment,Package Name,Source Query,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimDate,DateEnglish,nvarchar(50),ERP_STG,CalendarDate,DateEnglish,,,,,,CONVERT(nvarchar(11), @CurrentDate, 13),Date in English format, e.g., DD-MMM-YYYY,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimDate,DWHEntryDate,Date,,,,,,,GETDATE(),Audit,,1,Fact,SC_Orders,FactOrders,OrderSK,BigInt,,,,,,,,,,,,Surrogate key,,"SELECT o.order_id AS OrderBK, o.order_date, o.expected_delivery_date, o.actual_delivery_date, o.customer_id, o.employee_id, o.vehicle_id, o.inventory_id AS WarehouseBK, oc.product_id,o.status, o.is_cold_chain, oc.is_cold AS is_cold_product, o.delay_days, o.total_price, o.payment_method, oc.amount, oc.price FROM OLTP.Orders o LEFT JOIN OLTP.Order_Contains oc ON o.order_id = oc.order_id"
1,Dimension,Shared_SC,DimOrderStatus,OrderStatusSK,BigInt,,,,,,,,,,,,Surrogate key,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimOrderStatus,Status,varchar,OLTP,Orders,status,OLTP,Orders,status,OLTP,Orders,status,varchar,Direct copy,,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimPaymentMehtod,PaymentMethodSK,BigInt,,,,,,,,,,,,Surrogate key,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimPaymentMehtod,PaymentMethod,varchar,OLTP,Orders,payment_method,OLTP,Orders,payment_method,OLTP,Orders,payment_method,varchar,Direct copy,,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimRestockStatus,RestockStatusSK,BigInt,,,,,,,,,,,,Surrogate key,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimRestockStatus,RestockStatus,varchar,OLTP,Restock_Request,status,OLTP,Restock_Request,status,OLTP,Restock_Request,status,varchar,Direct copy,,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimStorageLocation,StoredInSK,BigInt,,,,,,,,,,,,Surrogate key,,,,,,,,,,,,,,,,,
1,Dimension,Shared_SC,DimStorageLocation,StoredIn,varchar,OLTP,Stock_Level,stored_in,OLTP,Stock_Level,stored_in,OLTP,Stock_Level,stored_in,varchar,Direct copy,,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,OrderSK,BigInt,,,,,,,,,,,,Surrogate key,,"SELECT  o.order_id AS OrderBK, o.order_date, o.expected_delivery_date, o.actual_delivery_date, o.customer_id, o.employee_id, o.vehicle_id, o.inventory_id AS WarehouseBK, oc.product_id, o.status, o.is_cold_chain, oc.is_cold AS is_cold_product, o.delay_days, o.total_price, o.payment_method, oc.amount, oc.price
FROM OLTP.Orders o LEFT JOIN OLTP.Order_Contains oc ON o.order_id = oc.order_id",,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,OrderBK,varchar,OLTP,Orders,order_id,OLTP,Orders,order_id,OLTP,Orders,order_id,varchar,Direct copy,Business key,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,OrderDateSK,BigInt,OLTP,Orders,order_date,OLTP,Orders,order_date,OLTP,Orders,order_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,ExpectedDeliveryDateSK,BigInt,OLTP,Orders,expected_delivery_date,OLTP,Orders,expected_delivery_date,OLTP,Orders,expected_delivery_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,ActualDeliveryDateSK,BigInt,OLTP,Orders,actual_delivery_date,OLTP,Orders,actual_delivery_date,OLTP,Orders,actual_delivery_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,CustomerSK,BigInt,,,,,,,,,,,Lookup DimCustomer,FK to DimCustomer,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,EmployeeSK,BigInt,,,,,,,,,,,Lookup DimEmployee,FK to DimEmployee,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,VehicleSK,BigInt,,,,,,,,,,,Lookup DimVehicle,FK to DimVehicle,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,WarehouseSK,BigInt,,,,,,,,,,,Lookup DimWarehouse,FK to DimWarehouse,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,ProductSK,BigInt,,,,,,,,,,,Lookup DimProduct,FK to DimProduct,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,OrderStatusSK,BigInt,,,,,,,,,,,Lookup DimOrderStatus,FK to DimOrderStatus,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,IsColdChain,int,OLTP,Orders,is_cold_chain,OLTP,Orders,is_cold_chain,OLTP,Orders,is_cold_chain,boolean,CAST to int (1/0),,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,IsColdProduct,int,OLTP,Order_Contains,is_cold,OLTP,Order_Contains,is_cold,OLTP,Order_Contains,is_cold,boolean,CAST to int (1/0),From Order_Contains,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,DelayDays,int,OLTP,Orders,delay_days,OLTP,Orders,delay_days,OLTP,Orders,delay_days,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,TotalPrice,"Decimal(20,10)",OLTP,Orders,total_price,OLTP,Orders,total_price,OLTP,Orders,total_price,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,PaymentMethodSK,BigInt,,,,,,,,,,,Lookup DimPymentMethod,FK to DimPymentMethod,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,Amount,int,OLTP,Order_Contains,amount,OLTP,Order_Contains,amount,OLTP,Order_Contains,amount,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,Price,"Decimal(20,10)",OLTP,Order_Contains,price,OLTP,Order_Contains,price,OLTP,Order_Contains,price,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Orders,FactOrders,DWHEntryDate,Date,,,,,,,GETDATE(),Audit,,,,,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,InventoryStockSK,BigInt,,,,,,,,,,,,Surrogate key,,"SELECT COALESCE(ws.warehouse_id, (SELECT warehouse_id FROM Inventory WHERE inventory_id = is.inventory_id)) AS WarehouseSK, COALESCE(ws.product_id, is.product_id) AS ProductSK, ws.remaining AS WarehouseRemaining, ws.total_received AS TotalReceived, ws.in_warehouse AS InWarehouse, ws.total_expired AS TotalExpired, ws.expired_in_warehouse AS ExpiredInWarehouse,ws.total_sold AS TotalSold,ws.transfered AS Transfered,CAST(ws.sold_revenue AS DECIMAL(20,10)) AS SoldRevenue,CAST(wsloss_from_expired AS DECIMAL(20,10)) AS LossFromExpired,CAST(ws.sold_profit AS DECIMAL(20,10)) AS SoldProfit,CAST(ws.sold_cost AS DECIMAL(20,10)) AS SoldCost,is.quantity AS Quantity,CAST(is.revenue AS DECIMAL(20,10)) AS Revenue,is.sold AS Sold,is.remaining AS InventoryRemaining,is.expired AS Expired
FROM Warehouse_Stock ws FULL OUTER JOIN Inventory_Stock isON ws.warehouse_id = (SELECT warehouse_id FROM Inventory WHERE inventory_id = is.inventory_id) AND ws.product_id = is.product_id",,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,WarehouseSK,BigInt,,,,,,,,,,,Lookup DimWarehouse,FK to DimWarehouse,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,ProductSK,BigInt,,,,,,,,,,,Lookup DimProduct,FK to DimProduct,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Remaining,int,OLTP,Warehouse_Stock,remaining,OLTP,Warehouse_Stock,remaining,OLTP,Warehouse_Stock,remaining,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,TotalReceived,int,OLTP,Warehouse_Stock,total_received,OLTP,Warehouse_Stock,total_received,OLTP,Warehouse_Stock,total_received,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,InWarehouse,int,OLTP,Warehouse_Stock,in_warehouse,OLTP,Warehouse_Stock,in_warehouse,OLTP,Warehouse_Stock,in_warehouse,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,TotalExpired,int,OLTP,Warehouse_Stock,total_expired,OLTP,Warehouse_Stock,total_expired,OLTP,Warehouse_Stock,total_expired,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,ExpiredInWarehouse,int,OLTP,Warehouse_Stock,expired_in_warehouse,OLTP,Warehouse_Stock,expired_in_warehouse,OLTP,Warehouse_Stock,expired_in_warehouse,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,TotalSold,int,OLTP,Warehouse_Stock,total_sold,OLTP,Warehouse_Stock,total_sold,OLTP,Warehouse_Stock,total_sold,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Transfered,int,OLTP,Warehouse_Stock,transfered,OLTP,Warehouse_Stock,transfered,OLTP,Warehouse_Stock,transfered,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,SoldRevenue,"Decimal(20,10)",OLTP,Warehouse_Stock,sold_revenue,OLTP,Warehouse_Stock,sold_revenue,OLTP,Warehouse_Stock,sold_revenue,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,LossFromExpired,"Decimal(20,10)",OLTP,Warehouse_Stock,loss_from_expired,OLTP,Warehouse_Stock,loss_from_expired,OLTP,Warehouse_Stock,loss_from_expired,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,SoldProfit,"Decimal(20,10)",OLTP,Warehouse_Stock,sold_profit,OLTP,Warehouse_Stock,sold_profit,OLTP,Warehouse_Stock,sold_profit,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,SoldCost,"Decimal(20,10)",OLTP,Warehouse_Stock,sold_cost,OLTP,Warehouse_Stock,sold_cost,OLTP,Warehouse_Stock,sold_cost,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Quantity,int,OLTP,Inventory_Stock,quantity,OLTP,Inventory_Stock,quantity,OLTP,Inventory_Stock,quantity,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Revenue,"Decimal(20,10)",OLTP,Inventory_Stock,revenue,OLTP,Inventory_Stock,revenue,OLTP,Inventory_Stock,revenue,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Sold,int,OLTP,Inventory_Stock,sold,OLTP,Inventory_Stock,sold,OLTP,Inventory_Stock,sold,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,Expired,int,OLTP,Inventory_Stock,expired,OLTP,Inventory_Stock,expired,OLTP,Inventory_Stock,expired,int,,Measure,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Fact,SC_Inventory,FactInventoryStock,DWHEntryDate,Date,,,,,,,GETDATE(),Audit,,,,,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,RestockSK,BigInt,,,,,,,,,,,,Surrogate key,,"SELECT  r.restock_id AS RestockBK, r.request_date, r.actual_supplied_date, r.estimated_supply_date, r.supplier_id, r.warehouse_id AS ParentWarehouseID, sl.product_id, r.status, r.delay_days, r.purchase, sl.quantity, sl.batch_number, sl.sold, sl.remaining, sl.stored_in, sl.is_expired FROM OLTP.Restock_Request r LEFT JOIN OLTP.Stock_Level sl ON r.restock_id = sl.restock_id",,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,RestockBK,varchar,OLTP,Restock_Request,restock_id,OLTP,Restock_Request,restock_id,OLTP,Restock_Request,restock_id,varchar,Direct copy,Business key,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,RequestDateSK,BigInt,OLTP,Restock_Request,request_date,OLTP,Restock_Request,request_date,OLTP,Restock_Request,request_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,ActualSuppliedDateSK,BigInt,OLTP,Restock_Request,actual_supplied_date,OLTP,Restock_Request,actual_supplied_date,OLTP,Restock_Request,actual_supplied_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,EstimatedSupplyDateSK,BigInt,OLTP,Restock_Request,estimated_supply_date,OLTP,Restock_Request,estimated_supply_date,OLTP,Restock_Request,estimated_supply_date,date,Lookup DimDate(Date),FK to DimDate,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,SupplierSK,BigInt,,,,,,,,,,,Lookup DimSupplier,FK to DimSupplier,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,WarehouseSK,BigInt,,,,,,,,,,,Lookup DimWarehouse,FK to DimWarehouse,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,ProductSK,BigInt,,,,,,,,,,,Lookup DimProduct,FK to DimProduct,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,RequestStatus,BigInt,,,,,,,,,,,Lookup DimRestockStatus,FK to DimRestockStatus,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,DelayDays,int,OLTP,Restock_Request,delay_days,OLTP,Restock_Request,delay_days,OLTP,Restock_Request,delay_days,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,Purchase,"Decimal(20,10)",OLTP,Restock_Request,purchase,OLTP,Restock_Request,purchase,OLTP,Restock_Request,purchase,int,"CAST to Decimal(20,10)",Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,Quantity,int,OLTP,Stock_Level,quantity,OLTP,Stock_Level,quantity,OLTP,Stock_Level,quantity,int,,Measure,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,BatchNumber,varchar,OLTP,Stock_Level,batch_number,OLTP,Stock_Level,batch_number,OLTP,Stock_Level,batch_number,varchar,Direct copy,From Stock_Level,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,Sold,int,OLTP,Stock_Level,sold,OLTP,Stock_Level,sold,OLTP,Stock_Level,sold,int,,"Measure, From Stock_Level",,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,Remaining,int,OLTP,Stock_Level,remaining,OLTP,Stock_Level,remaining,OLTP,Stock_Level,remaining,int,,"Measure, From Stock_Level",,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,StoredIn,BigInt,,,,,,,,,,,Lookup DimStorageLocation,FK to DimStorageLocation,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,IsExpired,int,OLTP,Stock_Level,is_expired,OLTP,Stock_Level,is_expired,OLTP,Stock_Level,is_expired,boolean,CAST to int (1/0),From Stock_Level,,,,,,,,,,,,,,,,,
1,Fact,SC_Procurement,FactRestock,DWHEntryDate,Date,,,,,,,GETDATE(),Audit,,,,,,,,,,,,,,,,,,,,,
